,itemname,tag
11069,Kimbula Bun (3),Short eats
11070,Butter Cake - Small,Cakes
11071,Chocolate Cake - Small,Cakes
11074,Kurakkan Pol Rotti with Lunu Miris & Fish Curry (Thalapath),Roti
11075,"Red Rice String Hoppers with Dhal Curry, Pol Sambol & Fish Curry",Rice
11170,Chicken Fried Rice (Basmathi),Rice
11171,Fish Fried Rice (Basmathi),Rice
11173,Egg Fried Rice (Basmathi),Rice
11179,Mongolian Chicken Rice,Rice
11191,Rice & Curry  Veg,Rice
11217,String Hopper Kottu,Kottu
11222,Mutton Lasagna,Pasta
11224,Veg Lasagna,Pasta
11226,Peach & Pear,Fruit Juice
11227,Green Tea with Honey,Tea
11228,Mixed Berry,Tea
11230,Dark Chocolate Cheesecake Slice,Desserts
11236,Rotty Pack,Roti
11243,Purple,Tea
11246,Rose & A Kiss,Shakes
11254,Egg Rotty Pack,Roti
11277,Gothamba Pack,Roti
11289,Frozen Garlic Bread - 2 Nos,Bread
11300,Grilled Chicken Sandwich,Sandwiches
11302,Chicken and Cheese Wrap,Wrap
11329,"Rice & Curry - Chicken (Basmathi, Chicken Thigh)",Rice
11330,Vanilla Cupcake,Desserts
11332,Rice & Curry - Fish (Basmathi),Rice
11334,Rice & Curry - Veg (Basmathi),Rice
11336,Caramel Cheesecake,Desserts
11337,Raspberry Cheesecake,Desserts
11351,Fish Rotty - 2 Nos,Short eats
11353,Chicken Rotty - 2 Nos,Short eats
11355,Vegetable Rotty - 2 Nos,Short eats
11366,Spring Rolls (6) - Frozen,Short eats
11390,Dhal Makani,Curry
11391,Tandoori Chicken Masala,Curry
11400,Spaghetti Bolognaise,Pasta
11401,Mandarina Beef Burger,Burger
11403,Assortment of 21 Breads,Bread
11404,Assortment of 26 Breads,Bread
11405,Healthy Brown Bread Box,Bread
11406,Assorted Macaroons Box of 8,Desserts
11407,Rainbow Ribbon Cake 1kg,Cakes
11410,Philadelphia Cheese Cake,Cakes
11411,Rainbow Ribbon Cake (2) Slice,Cakes
11412,Caramalized Pineapple Gateau (2) Slice,Desserts
11413,Chocolate Decadent Slice,Cakes
11414,Cheese Cake (2) Slice,Cakes
11416,White Chocolate & Mango Parfait (2),Desserts
11417,Double Chocolate Orange Chiboust (2),Desserts
11427,Sea Salt & Rosemary Focaccia Bread With Roasted Garlic Dip,Bread
11428,Rustic Olive Bread Served With Balsamic & Olive Oil,Bread
11429,Minestrone,Soup
11430,Chicken Parmigiana,Soup
11434,Caprese,Salad
11435,Rosemary & Garlic Marinated Roast Chicken - Individual Pack,Bites
11436,"Aragula, Grana Padano Cheese",Salad
11437,Aglio Olio Pepperoncino,Pasta
11439,Mongolian - Egg,Stir Fry
11440,"Basil & Pine Nut Pesto, Homemade Gnocchi & Parmesan",Pasta
11441,Mongolian - Chicken,Stir Fry
11442,Mongolian - Beef,Stir Fry
11443,"Pappardelle Pasta With Trele, Mushroorns, Garlic & Herbs",Pasta
11444,Mongolian - Prawn,Stir Fry
11445,All Beef Spaghetti Meatballs With Traditional Tomato Sauce & Grana- Padano,Pasta
11446,Mongolian - Vegetable,Soup
11447,Tuscan Gnocchi,Pasta
11451,Pappardelle Pasta with Slow Cooked Lamb Ragout,Pasta
11452,2L Vanilla Tub,Ice Cream
11454,Frutti Di Marre,Pasta
11455,Homemade Prawn Ravioli with Butter Sauce,Pasta
11456,Tuna Ragu with Tomato & Penne,Pasta
11457,"Spaghetti with Anchovies, Crushed Tomato, Parmesan, Black Olives & Toasted Bread Crumble",Pasta
11459,IMORICH Choc Choc Chip 1L,Ice Cream
11460,Margherita,Pizza
11461,IMORICH Cookie Cream 1L,Ice Cream
11462,Marinara,Pizza
11463,"Charred Leeks, Potato, Herbs, Cheddar, White Sauce",Pizza
11466,"Artichoke, Sundried Tomato, Mozzarella & Parmesan",Pizza
11468,Lampraise,Rice
11469,"Mixed Mushrooms, Truffle Paste, Truffle Oil, Buffalo Mozzarella, Parmesan, Thyme & White Sauce",Pizza
11471,2L Chocolate Tub,Ice Cream
11472,Quattro Formaggi,Pizza
11473,Hakuru & Karthakolumban Bundle,Ice Cream
11476,Double Delight & Fruit n Nut Bundle,Ice Cream
11478,Salata Athens (Greek Salad),Salad
11479,Quattro Stagioni,Pizza
11481,"Pancetta, Goat Cheese, Grilled Eggplant, Mozzarella",Pizza
11482,"Roasted Chicken, Pesto, Sundried Tomato, Ricotta Mozzarella",Pizza
11484,"Roasted Chicken, Assorted Mushrooms, Oregano, Mozzarella, Cheddar, White Sauce",Pizza
11485,Commons Club Decker,Sandwiches
11487,Banana Rolled Ice Cream,Ice Cream
11488,"Italian Style Beef Meatball, Mozzarella, Parmesan, Pecorino & Basil",Pizza
11489,Tandoori Chicken Sandwich,Sandwiches
11490,Chicken Sausage Bun - 4 Nos,Short eats
11492,"Homemade Pork Sausage, Roasted Peppers, Mozzarella & Grana Padano",Pizza
11493,Pineapple Rolled Ice Cream,Ice Cream
11495,Beef Pie Medium (4 in Pack),Short eats
11498,Egg Bun - 4 Nos,Short eats
11500,Lime Rolled Ice Cream,Ice Cream
11501,Spicy Italian Chorizo & Mozzarella,Pizza
11502,Fish Bun - 4 Nos,Short eats
11503,Chicken Pie Medium (4 in Pack),Short eats
11505,Passion Fruit Mint Rolled Ice Cream,Ice Cream
11507,Chicken Quiche,Short eats
11508,1L Vanilla,Ice Cream
11509,Fish Burger- 2 Nos,Short eats
11512,Crudo,Pizza
11513,Cool Corner Chocolate Crispy Nut Ice Cream,Ice Cream
11514,Kimbula Bun - 6 Nos,Short eats
11516,1L Chocolate,Ice Cream
11517,"Gorgonzola, Bacon & Caramelized Onion",Pizza
11518,Seeni Sambal Bun - 4 Nos,Short eats
11519,Rice & Curry Monday,Rice
11520,1L Strawberry,Ice Cream
11521,Chicken Samosa (Pack of 4),Short eats
11522,Chocolate Ginger Rolled Ice Cream,Ice Cream
11523,"Ground Lamb, Rosemary & Pecorino Cheese",Pizza
11524,Tea Bun - 6 Nos,Short eats
11525,Rice & Curry Tuesday,Rice
11526,"Beef Meatballs, Pork Sausage, Bacon, Roasted Peppers, Mozzarella, Chili & Egg",Pizza
11527,Cool Corner Vanilla Special,Ice Cream
11529,Rice & Curry Wednesday,Rice
11530,Prawn Rolls (Pack of 4),Short eats
11531,Fruti De Marre,Pizza
11532,Tropical Classic Rolled Ice Cream,Ice Cream
11533,Rice & Curry Thursday,Rice
11534,Cherry Chocolate Chunk Rolled Ice Cream,Ice Cream
11535,Lasagna,Pasta
11536,Chicken Rolls (Pack of 4),Short eats
11537,Rice & Curry Friday,Rice
11540,"Slow Braised Lamb Shank In Rosemary & Red Wine, Served With Homemade Gnocchi",Pasta
11541,Spicy Chocolate Rolled Ice Cream,Ice Cream
11545,Fish Rolls (Pack of 4),Short eats
11547,Fish Pastry - 4 Nos,Short eats
11548,Plate Of Prawns,Shellfish
11549,Fish Roti (Pack of 4),Roti
11550,Fish Patties - 4 Nos,Short eats
11551,Chocolate Chili date Ice Cream,Ice Cream
11552,Mediterranean tuna salad,Salad
11553,"Traditional Tiramisu with Mascarpone Cream, Coffee & Homemade Savoiardi Biscuits",Desserts
11554,Vegetable Roti (Pack of 4),Roti
11556,Tulip wedges salad,Salad
11558,Chocolate peanut butter Ice Cream,Ice Cream
11559,Panna Cotta with Mixed Berry Compote,Desserts
11561,Mojito Ice Cream Rolled,Ice Cream
11562,Spaghetti Rosemary,Pasta
11563,Dark Chocolate Tart with Fresh Cream,Desserts
11564,Mint Macaroni,Pasta
11565,Lemon Curd Cheesecake,Cakes
11566,Oreo Rolled ice cream,Ice Cream
11570,Fish Patties (Pack of 4),Short eats
11571,Italian coffee with vanilla Ice Cream,Ice Cream
11573,Ferrero Rocher Ice Cream Rolled,Ice Cream
11578,Mushroom & Cheese Pasta,Pasta
11585,Chicken Cornish Pastry - 3 Nos,Short eats
11587,Raspberry Ice Cream Rolled,Ice Cream
11588,Chicken Creampuff - 3 Nos,Short eats
11591,Green tea ice cream Rolled,Ice Cream
11592,Cheese Sandwich - 2 Nos,Sandwiches
11595,Cinnamon Ice Cream Rolled,Ice Cream
11597,Baked Chicken Patties (Pack of4 ),Short eats
11600,Baked Fish Patties (Pack of4 ),Short eats
11602,Nutella ice cream Rolled,Ice Cream
11604,Chicken Rotti (Pack of 4),Short eats
11605,Kan Kun in Hot Garlic,Stir Fry
11610,Egg Rotty - 4 Nos / Gravy,Roti
11611,Chocolate Flash Rolled ice cream,Ice Cream
11613,Parata - 6 Nos / Gravy,Roti
11618,Chocolate Fudge Cake (Pack of 4),Cakes
11621,Peanut butter Rolled ice cream,Ice Cream
11624,Margerita Ice cream Rolls,Ice Cream
11626,Butter Cake - 1lb,Cakes
11627,Vanilla with melted Chocolate,Ice Cream
11629,Chocolate Cake - 650g Sandwich - 1 Nos,Cakes
11630,Date Cake - 1lb,Cakes
11631,Kitkat Rolled ice cream,Ice Cream
11632,Swiss Roll Chocolate,Cakes
11635,Chocolate Roll - 1 Nos,Cakes
11636,Swiss Roll Vanilla,Cakes
11638,Passion fruit Rolled ice cream,Ice Cream
11639,Cheese Cake - 4 Nos,Cakes
11641,Chocolate Doughnut - 3 Nos,Cakes
11652,Prawn Hot Curry,Curry
11656,Mongolian Noodles Chicken,Noodles
11658,Mongolian Noodles Prawns,Noodles
11660,Mongolian Noodles Veg,Noodles
11663,Mongolian Noodles Egg,Noodles
11670,Kung Po Chicken with Cashew Nut,Stir Fry
11717,Fried Mixed Noodles,Noodles
11720,Chilli Prawn Pasta,Pasta
11725,Fried Noodles with Mushroom and BBQ Pork,Noodles
11726,Beef Stroganoff with Rice or Pasta,Rice
11733,Nasi Goreng Accompanied with Fried Egg & Chicken Satey,Rice
11740,Tandoori Chicken Wrap,Wrap
11752,Hot Garlic Chicken Wings,Bites
11753,Savory Cheese Toast,Bread
11762,SeaFood Fried Rice,Rice
11785,Cinnamon Spiced Iced Coffee,Coffee
11790,Mushroom Chicken & Cheese Pasta,Pasta
11791,Coffee Float Amazement,Coffee
11793,Belly Pork With Green Bean,Stir Fry
11803,Stir Fried vegetables with Garlic Rice,Stir Fry
11814,Rotti Platter,Roti
11835,Sesame Chicken Burger,Burger
11874,Mexican Chilli Chicken Wrap,Wrap
11880,Cheesy Veg Toastie,Sandwiches
11881,Smoked Chicken Toastie,Sandwiches
11886,Set Menu Chicken,Rice
11887,Set Menu Fish,Rice
11889,Set Menu Pork,Rice
11891,Set Menu Prawns,Rice
11892,Set Menu Egg,Rice
11895,Set Menu Vegetable,Rice
11899,Chicken Coriander Kaha Bath,Rice
11903,Devilled Fish Kaha Bath,Rice
11907,Kaha Bath Pork Black Curry,Rice
11910,Spicy Coconut Prawn Kaha Bath,Rice
11921,Chicken Coconut Soup,Soup
11922,Spicy Prawn Soup,Soup
11930,Spicy Mixed Vegetable Soup,Soup
11932,Spicy Herb Marinated Minced Chicken Salad,Salad
11934,Chow Fan Mixed Fried Rice,Rice
11936,Seafood Nasi Goreng Rice Keeri Samba,Rice
11937,Ponsford's Prawn,Salad
11939,Spicy Glass Noodle Salad with Seafood,Noodles
11940,Mixed Nasi Goreng Keeri Samba,Rice
11941,Spicy Thai Papaya Salad Served with Peanut & Red Chili,Salad
11944,Raw Mango Salad Served with Cashew Nuts,Salad
11952,Captains Cobb,Salad
11954,Red Curry Vegetable,Curry
11958,Chicken & Cheese Masala Kottu,Kottu
11959,Green Curry Vegetable,Curry
11961,Mutton & Cheese Masala Kottu,Kottu
11965,Creamy Sausage Pasta,Pasta
11966,Greig's Garden,Salad
11968,Chow Fan Mixed Fried Noodles,Noodles
11969,Creamy Mushroom Pasta,Pasta
11976,Pita Bread  6 Pcs  (380g),Bread
11981,Chappell's Caesar,Salad
11983,Fish Patty (2),Short eats
11984,Pork Fried Noodles,Noodles
11986,Chicken Patty (2),Short eats
11989,Double Chocolate-chip (A23) 500ml,Ice Cream
11990,Pulled Harissa Chicken Wrap,Wrap
11992,Cheese & Sausage Roll,Short eats
11995,"Plain Bagel 5 Pcs (370g)	 470.00",Short eats
11997,Rose Kulfi (C05) 500ml,Ice Cream
12000,Chicken Caesar Salad,Salad
12007,Sesame Bagel 5 Pcs (370g),Short eats
12008,Butter Cake Piece,Cakes
12011,French Vanilla Ice-Cream (C01) 500 ml,Ice Cream
12012,Chocolate Cake Piece,Cakes
12019,Nurbanu Sultan Platter (Half),Bites
12022,Prawn Caesar Salad,Salad
12026,Butter Cake,Cakes
12032,Ribbon Cake,Cakes
12033,Nurbanu Sultan Platter (Full),Bites
12034,Vegetable Spring Roll (6 Nos),Short eats
12039,Gavaskar's Greek,Salad
12040,Plain Croissants (6 Pcs),Short eats
12045,Vegetables Fried Noodles,Noodles
12048,Chocolate Croissants (6 Pcs),Short eats
12050,Vanilla Choco-chips  500ml,Ice Cream
12052,Kande Gedara Style Spicy Mixed Rice,Rice
12055,Kande Gedara Style Spicy Mixed Noodles,Noodles
12056,Satay - Chicken (6 Nos),Bites
12060,Avocado Caesar Salad,Salad
12062,Beefie's Bolognese,Pasta
12064,Chicken Bolognese,Pasta
12066,Minty Choco Chips 500ml,Ice Cream
12068,Mahela's Matriciana,Pasta
12072,Nasser's Napolitano,Pasta
12078,Tom Yam - Vegetable,Soup
12082,Kande Gedara Style Mixed Rice,Rice
12084,Maxwell's Match Winning Marinara,Pasta
12085,Sausage Pastry,Short eats
12087,Chicken Romania,Curry
12089,Cairns Carbonara,Pasta
12091,Spicy Fried Chicken Wrap,Bites
12093,Beef Lasagne,Pasta
12096,Alan Lamb Stir Fry,Stir Fry
12098,Hazelnut 500ml,Ice Cream
12102,Thai Style Yellow Curry Prawns with Bell Pepper & Celery,Curry
12103,Nutty Chocolate 500ml,Ice Cream
12104,Kande Gedara Style Mixed Noodles,Noodles
12105,Prawn Roll,Short eats
12109,Chocolate And Almond 500ml,Ice Cream
12112,Thai Style Mixed Fried Rice,Rice
12114,Tom Yam - Chicken,Soup
12115,Thai Style Mixed Fried Noodles,Noodles
12117,Strawberry Sorbet 500ml,Ice Cream
12118,Mongolian Style Mixed Rice Keeri Samba,Rice
12119,Chicken Tandoori Pastry,Short eats
12121,Dickie Bird Burger,Burger
12123,Crab Meat In Yellow Thai Curry,Curry
12124,Mongolian Style Mixed Noodles,Noodles
12125,Ice Coffee 200ml,Coffee
12126,Chow Fan Vegetable Rice Regular,Rice
12127,Orange Cordial 200ml,Fruit Juice
12129,Chow Fan Vegetable Rice Large,Rice
12130,Border Burger,Burger
12132,Chow Fan Vegetable Noodles Regular,Noodles
12136,Chow Fan Vegetable Noodles Large,Noodles
12138,Chocolate Cherries 500ml,Ice Cream
12140,Smoky BBQ Chicken Wrap,Wrap
12141,Tom Yam - Seafood,Soup
12142,Chow Fan Chicken Rice Regular,Rice
12144,De Silva's Colombo Burger,Burger
12146,Chow Fan Chicken Rice Large,Rice
12148,Chow Fan Chicken Noodles Regular,Noodles
12151,Spicy Glass Noodle with Hot Basil & Seafood,Noodles
12152,Chow Fan Chicken Noodles Large,Noodles
12153,Freddie's Fish Fillet Burger,Burger
12154,Stir Fried Egg Noodle with Chicken,Noodles
12158,Chow Fan Pork Rice Regular,Rice
12159,Thai Noodle with Mixed Vegetable & Egg,Noodles
12162,Chow Fan Pork Rice Large,Rice
12167,Chicken & Ginger with Coconut Cream,Curry
12169,Chow Fan Pork Noodles Large,Noodles
12173,Fried Rice with Pork,Rice
12174,Donald's Deluxe Burger,Burger
12177,Fried Rice with Beef,Rice
12178,Chow Fan Sea Food Rice Regular,Rice
12181,Chicken Shawarma with French Fries,Shawarma
12183,Chow Fan Sea Food Rice Large,Rice
12189,Chow Fan Sea Food Noodles Regular,Noodles
12192,Pulled Oriental Beef Wrap,Wrap
12194,Chow Fan Sea Food Noodles Large,Noodles
12197,Chicken Yellow Rice,Rice
12199,Chow Fan Mixed Rice Regular,Rice
12200,Sticky Rice with Mango,Desserts
12202,Chow Fan Mixed Rice Large,Rice
12204,Kirsten's Cajun Burger,Burger
12205,Sago Pudding with Coconut Cream,Desserts
12207,Chow Fan Mixed Noodles Regular,Noodles
12210,Sharma's Chicken Satay Burger,Burger
12211,Chow Fan Mixed Noodles Large,Noodles
12214,Prawn Burger,Burger
12215,Chow Fan Prawns Rice Regular,Rice
12217,Chow Fan Prawns Rice Large,Rice
12218,Batata Harra,Stir Fry
12225,Chow Fan Prawns Noodles Large,Noodles
12229,Cheese Sambousek,Short eats
12230,Chicken Caesar Wrap,Wrap
12235,Pork Curry Kottu,Kottu
12240,McCullum's Mexican Wrap,Wrap
12241,Falafel,Bites
12243,BBQ Chicken Kottu,Kottu
12247,Spicy Grilled Prawns Wrap,Wrap
12248,Bacon & Cheese Kottu,Kottu
12249,Pollard's Paella,Rice
12251,Knott's Nachos,Bites
12254,Wicket Wedges,Fast Food
12255,Victors Veggie Stir Fry,Stir Fry
12256,Chicken & Cheese Dolphin Kottu,Kottu
12261,Musakhan Rolls,Short eats
12263,Egg & Cheese Dolphin Kottu,Kottu
12268,Spicy Mango Salad,Salad
12269,Vegetable & Cheese Dolphin Kottu,Kottu
12277,Tamarind,Fruit Juice
12280,Mixed Fresh Vegetable Salad,Salad
12282,Char Grilled Lamb Kofta Wrap,Wrap
12283,Pollock's Parmagiana,Burger
12284,Chicken Chopsuey Keeri Samba,Stir Fry
12287,Mixed Chopsuey Keeri Samba,Stir Fry
12288,Sobers Stir Fry,Stir Fry
12290,Prawn Chopsuey,Stir Fry
12292,Seafood Chopsuey Keeri Samba,Stir Fry
12295,Boundary Beef Chilli Con Carne Or Chicken Nachos,Fast Food
12296,Pork Chopsuey Keeri Samba,Stir Fry
12299,Mutton Curry,Curry
12300,Red Curry Fish,Curry
12302,Percey's Prawns,Rice
12305,Butlers Battered Prawns,Bites
12306,BBQ Sausage,BBQ
12308,Gatting's Garlic Prawns,Rice
12309,Mix BBQ,BBQ
12311,Roasted Beetroot & Feta,Salad
12313,"""What A Catch"" Crab",Rice
12316,"""Its Gone For A Six"" Seer",Noodles
12318,Tabbouleh,Salad
12322,Pulled Turkish Lamb,Wrap
12325,Devilled Chicken Sausages,Stir Fry
12326,Chicken Kabsa,Rice
12327,Falafel Wrap,Wrap
12341,Cuttlefish Hot Butter,Seafood
12344,Glass Noodles & Seafood Salad,Noodles
12345,Sweet & Sour Prawn,Stir Fry
12346,Rolls - Fish,Short eats
12347,Patty - Fish,Short eats
12353,Rotty - Chicken Romania,Roti
12354,Hot Butter Fish,Bites
12355,Orange & Lime,Fruit Juice
12357,Patty - Chicken,Short eats
12358,Hot Butter Pork,Bites
12359,Stir Fried Mixed Vegetables with Oyster or Soya sauce,Stir Fry
12363,Middle Eastern Falafel Wrap,Wrap
12364,Pineapple & Orange,Fruit Juice
12365,Chilli  Fish with Cashew Nuts,Stir Fry
12367,Melon,Fruit Juice
12368,Chilli  Pork with Cashew Nuts,Stir Fry
12370,Cheese Sticks (5),Bites
12371,Chocolate Biscuit Pudding,Desserts
12373,Chicken Chimichangas (3),Bites
12376,Buffalo Chicken Wings (5),Bites
12377,Lime & Soda,Fruit Juice
12379,Stir Fried Broccoli & Cauliflower with Oyster Sauce,Stir Fry
12380,Fried Chicken Sausages,Bites
12383,Fresh Hummus with Homemade Pita,Bread
12384,Chocolate Doughnut,Fast Food
12386,Langer's Lamb Wrap,Wrap
12388,Bravo's Spicy Beef Wrap,Wrap
12389,Fried Bean Curd with Pepper & Garlic Sauce,Stir Fry
12390,Fried Pork Sausages,Bites
12391,Vegetable Patty (2),Short eats
12392,Chicken Kebab,Bites
12393,Fried Prawns,Bites
12396,Chicken Salad with Hummus,Salad
12399,Fried Bean Curd with Sweet & Sour Sauce,Stir Fry
12400,Vegetable Rotti (2),Roti
12401,Prawn & Avocado Wrap,Wrap
12403,Warm Chocolate Brownie,Desserts
12404,Shish Taouk,Bites
12405,Arabic Bread,Bread
12406,Devilled or Hot Butter Mushroom Bean Curd,Stir Fry
12407,Vegetable Roti (5 Nos),Roti
12408,Vegetable Toasted Sandwich,Sandwiches
12409,Fish Roti (5 Nos),Short eats
12411,Egg Roti (5 Nos),Roti
12415,Prawn Roti (3 Nos),Roti
12416,Coke Light,Soft Drinks
12417,Chicken & Cheese Roti,Roti
12418,Country Club Sandwich,Sandwiches
12420,Prawn & Cheese Roti,Roti
12421,Saffron Rice,Rice
12422,Tendulkar's Toasted Chilli Cheese,Sandwiches
12423,Parata Pack Standard,Roti
12424,Gothamba with Mutton Curry & Lunu Sambol,Roti
12425,Baklava,Desserts
12432,Plain Parata (2),Roti
12433,Ghee Parata with Mutton Curry & Lunu Sambol,Roti
12434,Ghee Parata with Chicken Curry & Lunu Sambol,Roti
12435,Strir Fried Choice of Meats with Basil Leaves & Chillies,Stir Fry
12437,Vegetable Wrap,Wrap
12438,Ponsford's Pavlova,Desserts
12439,Sweet & Sour Choice of Meats,Stir Fry
12440,Bishan Bedi's Brownie,Desserts
12441,Benaud's Banana Fritter,Desserts
12444,Pavilion End Pineapple Fritter,Desserts
12445,Hummus with Chicken Shawarma,Shawarma
12448,Kebab Wrap,Wrap
12450,Mee Goreng,Noodles
12451,Mahalabiya,Desserts
12452,Caramel Milkshake,Shakes
12455,Chocolate Pyramid,Cakes
12456,Devilled Choice of Meats,Stir Fry
12457,Toasted Marshmallow Milkshake,Shakes
12458,Coffee Cake Piece,Cakes
12459,Chocolate Cup Cake,Cakes
12460,Banana Smoothie,Shakes
12462,Passion Fruit Smoothie,Shakes
12463,Deep Fried Choice of Meats with Cashewnuts & Dried Chillies,Stir Fry
12464,Ribbon Cake Piece,Cakes
12466,Deep Fried Fish Fillet with Chilli Sauce,Stir Fry
12467,Cheese Cake Slice,Cakes
12468,Chocnana Smoothie,Shakes
12469,Coffee Cake,Cakes
12470,Thai Green Curry,Curry
12471,Iced Mocha Coffee,Coffee
12476,Cuttlefish Fried Rice,Rice
12486,Deep Fried Garupa with a Choice of Sauce,Stir Fry
12493,Stir Fried Crab Meat with a combination of Egg & Chilli Sauce or Curry Powder,Stir Fry
12497,Thai Steamed Rice,Rice
12498,Fried Rice with Veg or Egg & Veg,Rice
12500,Fried Rice with Mixed Seafood or Mixed Meat,Rice
12502,Spicy Rice with Vegetables,Rice
12504,Spicy Rice with Mixed Seafood or Mixed Meat,Rice
12506,Fruit Triffle,Desserts
12507,Pad Thai with Vegetable & Choice of Meats,Noodles
12508,Pad Thai with Mixed Sea Food or Mixed meat,Noodles
12509,Fried Noodles with Vegetables or Egg & Vegetables,Noodles
12510,Fried Noodles with Egg & Choice of Meats,Noodles
12511,Fried Noodles with Egg & Mixed Seafood or Mixed Meat,Noodles
12512,Fried Spicy Noodles with Vegetables,Noodles
12513,Fried Spicy Noodles with Choice of Meats,Noodles
12514,Fried Spicy Noodles with Mixed Seafood or Mixed Meat,Noodles
12523,Chicken Rice & Curry (White),Rice
12524,Fish Rice & Curry (White),Rice
12526,Vegetable Rice & Curry (White),Rice
12532,Lava Cake Tub,Cakes
12535,Lava Cake Cup,Cakes
12541,Nutty Fudge Brownies (Pack of 6),Desserts
12545,Nutella Brownies (Pack of 6),Desserts
12550,Tres Leches (Pack of 4),Desserts
12552,Chicken Budget Biriyani,Biriyani
12555,Budget Pack- Chicken,Rice
12557,Chips,Bites
12558,Oreo Brownie (Pack of 6),Desserts
12559,Fish Budget Biriyani,Biriyani
12562,Beef Rice & Curry (White),Rice
12563,Budget Pack- Egg,Rice
12568,Pork Rice & Curry (White),Rice
12569,Nutty Brownie Mix,Desserts
12570,Budget Pack- Vegetarian,Rice
12574,Nutella Brownie Mix,Desserts
12575,Chicken Rice & Curry (Red),Rice
12576,Normal Pack- Chicken,Rice
12580,Oreo Brownie Mix,Desserts
12582,Butter Cake 1Lb,Cakes
12583,Fish Rice & Curry (Red),Rice
12584,Normal Pack- Fish,Rice
12588,Love Cake 400G,Cakes
12590,Vegetable Rice & Curry (Red),Rice
12591,Normal Pack- Egg,Rice
12594,Fruit Cake 1Lb,Cakes
12597,Beef Rice & Curry (Red),Rice
12598,Normal Pack- Vegetarian,Rice
12600,Chocolate Fudge Cake 1Lb,Cakes
12601,Magherita (V),Pizza
12605,Pork Rice & Curry (Red),Rice
12606,Yellow Rice - Chicken,Rice
12609,Ribbon Cake 1Lb,Cakes
12614,Yellow Rice - Fish,Rice
12616,Deviled Pork,Stir Fry
12621,Chocolate Cake 1Lb,Cakes
12626,Yellow Rice - Egg,Rice
12631,Coffee Cake 1Lb,Cakes
12635,Yellow Rice - Vegetarian,Rice
12640,Egg Koththu,Kottu
12644,Roast Chicken Chapati Wraps,Wrap
12649,Vegetable Koththu,Kottu
12655,Black Forest Gateau,Cakes
12658,Fish Koththu,Kottu
12663,Chocolate Gateau,Cakes
12667,Beef Koththu,Kottu
12675,Pineapple Gateau,Cakes
12676,Pork Koththu,Kottu
12699,Vegetable Bun,Short eats
12726,Vegetable Lamprais With Cashew,Rice
12736,Chocolate Fudge Cake 2Lb,Cakes
12744,Ribbon Cake 2Lb,Cakes
12757,Chocolate Cake 2Lb,Cakes
12767,Coffee Cake 2Lb,Cakes
12772,Prawn Balls (5 Pieces),Bites
12802,Mutton Pie,Short eats
12810,Fish Puff,Short eats
12816,Asian Chicken Salad,Salad
12819,Vegetable Puff,Short eats
12846,Crispy Chicken & Egg Pastry,Short eats
12856,Fish Patty,Short eats
12865,Chicken Patty,Short eats
12872,Cous Cous Salad,Salad
12874,Vegetable Patty,Short eats
12882,Fish Stuffed Chillie,Short eats
12898,Carrot & Orange Soup,Soup
12903,Vegetable Cutlet,Short eats
12915,Baked Crab,Shellfish
12955,Nut & Fudge Gateau 1.5Lb,Cakes
12970,Happy Bday Ribbon Cake 2Lb,Cakes
12971,Spicy Prawn Curry,Curry
12979,Chocolate Cake 3Lb,Cakes
12989,Ribbon Cake 3Lb,Cakes
